I,SoC,SoH,timestamp,DSoC,DQ
10.0,0.2486978399918443,0.699669296070635,14.5875,-0.0009023021802708879,9.683143484534296e-8
10.0,0.24779553781157343,0.6996691992392001,14.591666666666667,-0.0009023023051459216,9.683164854481355e-8
10.0,0.2468932355064275,0.6996691024075515,14.595833333333333,-0.0009023024300212653,9.683186201866583e-8
10.0,0.24599093307640624,0.6996690055756896,14.6,-0.0009023025548969189,9.683207526705915e-8
10.0,0.2450886305215093,0.6996689087436143,14.604166666666666,-0.0009023026797728822,9.683228830681909e-8
10.0,0.24418632784173644,0.699668811911326,14.608333333333333,-0.0009023028046491545,9.683250109643623e-8
10.0,0.2432840250370873,0.6996687150788249,14.612499999999999,-0.0009023029295257361,9.683271368606945e-8
10.0,0.24238172210756156,0.6996686182461112,14.616666666666667,-0.0009023030544026264,9.683292604254236e-8
10.0,0.24147941905315895,0.6996685214131851,14.620833333333334,-0.0009023031792798252,9.683313816601236e-8
10.0,0.24057711587387912,0.699668424580047,14.625,-0.0009023033041573318,9.683335008163744e-8
10.0,0.23967481256972178,0.6996683277466968,14.629166666666666,-0.0009023034290351465,9.683356177290707e-8
